Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Material_Footprint_Per_Capita,Continent,Hemisphere,Waste_Per_Capita_kg,Economic_Loss_Per_Capita_USD,Carbon_Footprint_kgCO2e,Carbon_Per_Capita_kgCO2e,Years_From_2018,Is_Pandemic_Year,Is_Post_Pandemic,Year_Trend,Country_Trend,Year_Cycle,Year_Cycle_Cos,Population_Material_Interaction,Year_Population_Interaction,GDP_Per_Capita_Proxy,Waste_Efficiency,Economic_Intensity,Waste_Trend,Economic_Trend,Category_Waste_Share,Category_Economic_Share,Sustainability_Score,Country_Encoded,Food Category_Encoded,Continent_Encoded,Hemisphere_Encoded,ISO_Code,Correct_Waste_Per_Capita_kg,Correct_Carbon_Per_Capita_kgCO2e,Correct_Economic_Loss_Per_Capita_USD
Japan,2020,Bakery Items,11071.57,12338.73,142.21,52.39,43.07,18.18,Asia,Northern Hemisphere,0.2113298339377743,235.51689253674363,11071570.0,0.2113298339377743,2,1,0,2,97.0,1269.2034320502764,1.0,952.4502,104.78,235516.8925367437,211.32983393777437,1.1144516992621645,14051.033333333336,16163.946666666669,0.0116452090378325,0.0133696043028465,46.862133995037226,10,0,2,0,JPN,0.21132983393777438,0.21132983393777438,235.51689253674365
Italy,2024,Beverages,7032.21,8297.39,196.12,603.96,57.14,17.549999999999997,Europe,Unknown,0.0116435028809854,13.73831048413802,7032210.0,0.0116435028809854,6,0,1,6,234.0,1271.7167061731484,-0.8090169943750019,10599.498,3623.76,13738.31048413802,11.643502880985496,1.1799121471059597,10910.696666666669,12487.98666666667,0.0065466351388693,0.0079608090626418,96.99607854824824,9,1,3,2,ITA,0.011643502880985496,0.011643502880985496,13.73831048413802
Italy,2024,Fruits & Vegetables,8065.54,9121.86,33.12,292.34,65.14,17.549999999999997,Europe,Unknown,0.0275895874666484,31.202914414722585,8065540.0,0.0275895874666484,6,0,1,6,234.0,1271.7167061731484,-0.8090169943750019,5130.566999999999,1754.04,31202.91441472259,27.589587466648425,1.1309670524230244,5857.526666666668,6694.12666666667,0.0075086135906004,0.0087518347041841,93.01716631319697,9,4,3,2,ITA,0.027589587466648424,0.027589587466648424,31.202914414722585
Indonesia,2022,Frozen Food,43637.05,38890.96,79.13,524.46,66.53,17.549999999999997,Asia,Unknown,0.083203771498303,74.15429203371086,43637050.0,0.083203771498303,4,1,0,4,150.5,1270.4600691117123,0.3090169943750283,9204.273,2097.84,74154.29203371087,83.20377149830301,0.8912371482490222,37602.77,33627.556666666664,0.0451473363014161,0.0405581569852265,80.9360427868665,8,3,2,2,IDN,0.083203771498303,0.083203771498303,74.15429203371086
UK,2020,Frozen Food,41058.24,38421.44,63.99,293.55,69.29,17.549999999999997,Europe,Unknown,0.1398679611650485,130.88550502469766,41058240.0,0.1398679611650485,2,1,0,2,74.5,1269.2034320502764,1.0,5151.8025,587.1,130885.50502469766,139.86796116504854,0.9357790299827756,31491.2,32383.480000000007,0.0522533265866891,0.0503974361809651,67.32993493442343,18,3,3,2,GBR,0.13986796116504854,0.13986796116504854,130.88550502469766
India,2018,Grains & Cereals,22078.21,20545.65,120.17,835.93,66.34,5.11,Asia,Northern Hemisphere,0.0264115535989855,24.578194346416566,22078210.0,0.0264115535989855,0,0,0,0,24.5,1267.9467949888406,0.3090169943749612,4271.6023,0.0,24578.19434641657,26.411553598985563,0.9305849523127102,13567.600000000011,13306.556666666676,0.018427067370138,0.0169376940358804,93.84456306150037,7,5,2,0,IND,0.02641155359898556,0.02641155359898556,24.578194346416566
Russia,2023,Fruits & Vegetables,28458.05,32053.14,111.9,1023.31,43.09,17.549999999999997,Europe,Unknown,0.0278098034808611,31.32300085018225,28458050.0,0.0278098034808611,5,0,1,5,183.5,1271.0883876424302,-0.3090169943748428,17959.090499999995,5116.549999999999,31323.000850182252,27.809803480861127,1.1263294568672133,11428.033333333338,12860.543333333337,0.0311215345625752,0.0337879416567133,92.9743274276612,12,4,3,2,RUS,0.027809803480861126,0.027809803480861126,31.32300085018225
Saudi Arabia,2019,Grains & Cereals,41000.87,47408.27,61.27,792.47,35.96,30.03,Asia,Northern Hemisphere,0.0517380721036758,59.82342549244766,41000870.0,0.0517380721036758,1,0,0,1,56.0,1268.5751135195585,0.8090169943749413,23797.8741,792.47,59823.425492447655,51.73807210367585,1.1562747327068912,35912.88333333333,39724.57666666667,0.0381318547936671,0.0449097191238368,86.7743273562406,13,5,2,0,SAU,0.05173807210367585,0.05173807210367585,59.82342549244766
Japan,2024,Prepared Food,7236.25,5985.85,112.63,41.66,37.49,17.549999999999997,Asia,Unknown,0.1736977916466634,143.68338934229476,7236250.0,0.1736977916466634,6,0,1,6,226.0,1271.7167061731484,-0.8090169943750019,731.1329999999998,249.96,143683.3893422948,173.6977916466635,0.8272033166349975,15256.353333333333,16892.463333333333,0.008909524991099,0.0074702459983949,61.31397023523765,10,7,2,2,JPN,0.17369779164666346,0.17369779164666346,143.68338934229476
South Africa,2019,Bakery Items,19679.23,23414.64,152.57,771.08,68.32,7.55,Africa,Southern Hemisphere,0.0255216449655029,30.366032058930333,19679230.0,0.0255216449655029,1,0,0,1,50.5,1268.5751135195585,0.8090169943749413,5821.654,771.08,30366.03205893033,25.52164496550293,1.1898148453979145,32719.479999999996,36223.90333333333,0.0209332414830152,0.0249091951992418,93.39036649893654,14,0,0,1,ZAF,0.02552164496550293,0.02552164496550293,30.366032058930333
Saudi Arabia,2024,Fruits & Vegetables,35483.41,33462.87,188.4,802.52,31.58,17.549999999999997,Asia,Unknown,0.0442149852963166,41.697241190250715,35483410.0,0.0442149852963166,6,0,1,6,219.5,1271.7167061731484,-0.8090169943750019,14084.225999999995,4815.12,41697.24119025072,44.214985296316605,0.9430567693465765,34877.426666666666,37178.06333333333,0.0349746736433843,0.0324459043913811,89.64017793949061,13,4,2,2,SAU,0.0442149852963166,0.0442149852963166,41.697241190250715
South Africa,2024,Bakery Items,34795.8,36643.27,90.7,922.21,67.29,17.549999999999997,Africa,Unknown,0.0377308855900499,39.734192862796974,34795800.0,0.0377308855900499,6,0,1,6,226.5,1271.7167061731484,-0.8090169943750019,16184.785499999998,5533.26,39734.192862796976,37.73088559004999,1.0530946263629517,28421.74,29690.679999999993,0.0359112786512547,0.037399392212047,90.74425673111332,14,0,0,2,ZAF,0.03773088559004999,0.03773088559004999,39.734192862796974
Mexico,2021,Fruits & Vegetables,41413.4,46444.54,192.43,25.16,34.47,10.85,America,Northern Hemisphere,0.9982666698697198,1044.425099174966,41413400.0,0.9982666698697198,3,1,0,3,110.0,1269.8317505809944,0.8090169943749828,272.986,75.48,1845967.4085850555,1646.0015898251193,1.121485799282358,21630.249999999996,23283.456666666665,0.0460022479822794,0.0509959510713351,0.0,11,4,1,0,MEX,1.6460015898251192,1.6460015898251192,1845.9674085850556
South Korea,2018,Bakery Items,29213.9,30961.95,118.87,26.11,32.13,21.65,Asia,Northern Hemisphere,0.9982666698697198,1044.425099174966,29213900.0,0.9982666698697198,0,0,0,0,17.5,1267.9467949888406,0.3090169943749612,565.2814999999999,0.0,1185827.2692454995,1118.8778245882804,1.0598362423366958,11227.990000000003,11811.33333333333,0.0416123980586056,0.0432827543667291,0.0,15,0,2,0,KOR,1.1188778245882804,1.1188778245882804,1185.8272692454998
Australia,2023,Fruits & Vegetables,13010.89,13474.49,187.25,466.68,53.45,17.549999999999997,Oceania,Unknown,0.0278796820090854,28.873082197651495,13010890.0,0.0278796820090854,5,0,1,5,178.0,1271.0883876424302,-0.3090169943748428,8190.233999999999,2333.4,28873.082197651496,27.879682009085453,1.0356316900688578,23599.80666666666,21952.193333333333,0.0124029710261821,0.0123222624687474,93.20953629896287,1,4,4,2,AUS,0.027879682009085454,0.027879682009085454,28.873082197651495
Australia,2021,Grains & Cereals,4140.11,3741.73,170.14,1050.12,34.98,46.82,Oceania,Southern Hemisphere,0.0039425113320382,3.5631451643621683,4140109.999999999,0.0039425113320382,3,1,0,3,109.5,1269.8317505809944,0.8090169943749828,49166.61839999999,3150.3599999999997,3563.1451643621685,3.942511332038243,0.9037755035494228,20762.109999999997,19662.603333333336,0.0044758895318406,0.0039675857302385,99.0917338970784,1,5,4,1,AUS,0.003942511332038243,0.0039425113320382425,3.5631451643621683
South Korea,2024,Dairy Products,17681.37,18549.68,141.22,402.52,46.95,17.549999999999997,Asia,Unknown,0.0439266868727019,46.08387160886416,17681370.0,0.0439266868727019,6,0,1,6,223.5,1271.7167061731484,-0.8090169943750019,7064.225999999999,2415.12,46083.87160886416,43.92668687270198,1.049108751188398,16131.290000000005,16984.359999999997,0.0215229802762404,0.0223452615441136,89.2418766769353,15,2,2,2,KOR,0.04392668687270198,0.04392668687270198,46.08387160886416
France,2022,Fruits & Vegetables,46668.91,47669.01,109.29,647.0,51.51,17.549999999999997,Europe,Unknown,0.0721312364760432,73.67698608964452,46668910.0,0.0721312364760432,4,1,0,4,150.5,1270.4600691117123,0.3090169943750283,11354.85,2588.0,73676.98608964452,72.13123647604328,1.0214296841301842,28409.99,27575.756666666668,0.0478453800500507,0.0483812168300262,82.5339282843895,5,4,3,2,FRA,0.07213123647604328,0.07213123647604328,73.67698608964452
USA,2022,Frozen Food,35232.72,40282.97,103.69,682.19,43.94,17.549999999999997,America,Unknown,0.0516464914466644,59.04948767938551,35232720.0,0.0516464914466644,4,1,0,4,156.5,1270.4600691117123,0.3090169943750283,11972.4345,2728.76,59049.48767938551,51.64649144666441,1.1433397705314832,27456.01666666666,30419.48,0.0284072874168544,0.0327329713665147,86.86454242952844,19,3,1,2,USA,0.051646491446664416,0.051646491446664416,59.04948767938551
China,2023,Meat & Seafood,32497.32,33166.68,155.52,99.24,44.86,17.549999999999997,Asia,Unknown,0.3274619105199516,334.2067714631197,32497320.0,0.3274619105199516,5,0,1,5,210.5,1271.0883876424302,-0.3090169943748428,1741.6619999999996,496.2,334206.7714631197,327.46191051995163,1.020597390800226,13715.25,13885.366666666669,0.0453805924741992,0.0457984795536889,24.15533252720677,4,6,2,2,CHN,0.32746191051995166,0.32746191051995166,334.2067714631197
China,2020,Meat & Seafood,40408.04,46888.38,189.14,654.22,37.2,21.96,Asia,Northern Hemisphere,0.0617652165938063,71.6706612454526,40408040.0,0.0617652165938063,2,1,0,2,97.0,1269.2034320502764,1.0,14366.6712,1308.44,71670.66124545259,61.765216593806365,1.1603725397222928,25839.10000000001,28328.13333333333,0.0363538492766654,0.0417749766460991,84.18580355232183,4,6,2,0,CHN,0.06176521659380636,0.06176521659380636,71.6706612454526
Russia,2023,Meat & Seafood,22245.81,24544.51,153.27,1030.64,32.55,17.549999999999997,Europe,Unknown,0.0215844620818132,23.814823798804625,22245810.0,0.0215844620818132,5,0,1,5,183.5,1271.0883876424302,-0.3090169943748428,18087.732,5153.200000000001,23814.82379880462,21.584462081813243,1.1033318184413152,18440.846666666668,20578.57666666667,0.0243278701382379,0.025872924520737,94.59669292866568,12,6,3,2,RUS,0.02158446208181324,0.02158446208181324,23.814823798804625
Spain,2022,Dairy Products,34661.41,41175.81,199.19,729.14,54.28,17.549999999999997,Europe,Unknown,0.0475373865101352,56.471747538195686,34661410.0,0.0475373865101352,4,1,0,4,180.5,1270.4600691117123,0.3090169943750283,12796.406999999996,2916.56,56471.74753819568,47.537386510135235,1.1879438834138598,24506.83666666666,25165.186666666657,0.0437197285360001,0.0517701913919212,87.6975911347615,16,2,3,2,ESP,0.04753738651013523,0.04753738651013523,56.471747538195686
Turkey,2023,Beverages,4747.33,5287.71,117.05,264.62,59.6,17.549999999999997,Europe,Unknown,0.0179401783689819,19.982276471922003,4747330.0,0.0179401783689819,5,0,1,5,197.0,1271.0883876424302,-0.3090169943748428,4644.080999999999,1323.1,19982.276471922003,17.940178368981936,1.1138281939532326,19662.223333333342,17110.206666666672,0.0048640361761595,0.0055122672551272,95.49014738115032,17,1,3,2,TUR,0.017940178368981936,0.017940178368981936,19.982276471922003
India,2021,Beverages,34123.97,35563.1,124.01,545.6,56.69,5.23,Asia,Northern Hemisphere,0.0625439332844574,65.18163489736071,34123970.0,0.0625439332844574,3,1,0,3,145.0,1269.8317505809944,0.8090169943749828,2853.4880000000003,1636.8000000000002,65181.634897360695,62.54393328445748,1.0421735806238253,19278.87666666668,19356.573333333337,0.0520287478753333,0.0544990073724017,84.72568585043987,7,1,2,0,IND,0.06254393328445748,0.06254393328445748,65.18163489736071
USA,2021,Dairy Products,26651.27,22800.42,195.03,1370.22,68.1,17.549999999999997,America,Unknown,0.0194503583366174,16.63997022375969,26651270.0,0.0194503583366174,3,1,0,3,119.5,1269.8317505809944,0.8090169943749828,24047.360999999997,4110.66,16639.970223759687,19.450358336617477,0.8555096999129872,34147.80333333333,35936.5,0.037887383590697,0.0323511790879473,95.6129528104976,19,2,1,2,USA,0.019450358336617478,0.019450358336617478,16.63997022375969
Argentina,2018,Grains & Cereals,35830.12,33509.64,125.51,442.34,52.97,16.88,America,Southern Hemisphere,0.0810013112085726,75.75539178007867,35830120.0,0.0810013112085726,0,0,0,0,16.0,1267.9467949888406,0.3090169943749612,7466.699199999999,0.0,75755.39178007869,81.0013112085726,0.9352366109853943,28645.960000000003,27658.226666666666,0.0512878569641855,0.0480254746708474,81.08427725279196,0,5,1,1,ARG,0.0810013112085726,0.0810013112085726,75.75539178007867
Italy,2020,Frozen Food,43604.76,41061.79,118.91,221.35,57.77,11.85,Europe,Northern Hemisphere,0.1969946238988028,185.50616670431444,43604760.0,0.1969946238988028,2,1,0,2,76.0,1269.2034320502764,1.0,2622.9975,442.7,185506.16670431444,196.9946238988028,0.9416813668966416,19567.503333333338,19493.680000000004,0.06470805104065,0.0621992307505408,53.870135983736155,9,3,3,0,ITA,0.1969946238988028,0.1969946238988028,185.50616670431444
Spain,2019,Beverages,28426.63,25882.46,167.06,171.49,54.46,13.48,Europe,Northern Hemisphere,0.1657626100647268,150.92693451513207,28426630.0,0.1657626100647268,1,0,0,1,55.5,1268.5751135195585,0.8090169943749413,2311.6852000000003,171.49,150926.93451513207,165.7626100647268,0.9105004708613016,22462.44333333333,23577.503333333323,0.0288231129596322,0.0265307951638834,61.700541139425034,16,1,3,0,ESP,0.1657626100647268,0.1657626100647268,150.92693451513207
Italy,2022,Dairy Products,23421.47,24931.67,158.37,560.84,66.88,17.549999999999997,Europe,Unknown,0.0417614114542472,44.454158048641325,23421470.0,0.0417614114542472,4,1,0,4,148.0,1270.4600691117123,0.3090169943750283,9842.741999999998,2243.36,44454.158048641315,41.7614114542472,1.0644793004025792,25030.59,25038.44,0.0289810708194883,0.0308539155674122,89.70798659154126,9,2,3,2,ITA,0.0417614114542472,0.0417614114542472,44.454158048641325
Japan,2023,Meat & Seafood,27099.72,28239.68,155.83,20.78,40.5,17.549999999999997,Asia,Unknown,0.9982666698697198,1044.425099174966,27099720.0,0.9982666698697198,5,0,1,5,195.0,1271.0883876424302,-0.3090169943748428,364.689,103.9,1358983.6381135706,1304.1251203079885,1.0420653792732917,15135.846666666666,15521.419999999998,0.0340462174010381,0.0370004127741546,0.0,10,6,2,2,JPN,1.3041251203079884,1.3041251203079884,1358.9836381135708
Saudi Arabia,2024,Bakery Items,39581.84,41930.82,104.09,342.77,36.49,17.549999999999997,Asia,Unknown,0.1154763835808267,122.32931703474632,39581840.0,0.1154763835808267,6,0,1,6,219.5,1271.7167061731484,-0.8090169943750019,6015.613499999999,2056.62,122329.31703474636,115.4763835808268,1.059344891495696,38688.706666666665,40933.986666666664,0.0390143432157353,0.040656506054986,71.60037459520962,13,0,2,2,SAU,0.11547638358082679,0.11547638358082679,122.32931703474632
Brazil,2018,Fruits & Vegetables,26144.5,22131.69,171.23,644.98,57.72,18.28,America,Southern Hemisphere,0.0405353654376879,34.31376166702844,26144500.0,0.0405353654376879,0,0,0,0,20.5,1267.9467949888406,0.3090169943749612,11790.2344,0.0,34313.76166702843,40.535365437687986,0.8465141808028457,26155.93333333333,22554.6,0.0253172821115944,0.0215993188448332,90.89367267202084,2,4,1,1,BRA,0.040535365437687994,0.040535365437687994,34.31376166702844
Brazil,2019,Grains & Cereals,17126.74,17098.43,40.51,1331.19,61.84,18.87,America,Southern Hemisphere,0.0128657366716997,12.844469985501696,17126740.0,0.0128657366716997,1,0,0,1,60.0,1268.5751135195585,0.8090169943749413,25119.555300000004,1331.19,12844.469985501692,12.865736671699755,0.9983470292653476,27806.376666666663,24168.703333333335,0.0178789238476145,0.0181575117201305,96.91434986741186,2,5,1,1,BRA,0.012865736671699757,0.012865736671699757,12.844469985501695
USA,2023,Frozen Food,41112.98,38944.29,125.91,1118.7,48.87,17.549999999999997,America,Unknown,0.0367506748904979,34.81209439528023,41112980.0,0.0367506748904979,5,0,1,5,197.5,1271.0883876424302,-0.3090169943748428,19633.185,5593.5,34812.09439528023,36.7506748904979,0.9472504790457904,34332.32333333333,34009.22666666666,0.0475491161455471,0.0442780676505714,91.37369607580229,19,3,1,2,USA,0.0367506748904979,0.0367506748904979,34.81209439528023
Australia,2023,Fruits & Vegetables,34771.88,39746.31,108.15,531.36,53.2,17.549999999999997,Oceania,Unknown,0.0654394007828967,74.80109530261969,34771880.0,0.0654394007828967,5,0,1,5,178.0,1271.0883876424302,-0.3090169943748428,9325.368,2656.8,74801.09530261968,65.43940078289671,1.143058989045171,17307.626666666663,18987.51,0.0331472036244931,0.0363475325585014,83.35837436013249,1,4,4,2,AUS,0.06543940078289671,0.06543940078289671,74.80109530261969
Germany,2020,Beverages,30532.53,35225.48,101.96,1397.4,47.98,19.4,Europe,Northern Hemisphere,0.0218495276942893,25.207871761843425,30532530.0,0.0218495276942893,2,1,0,2,106.0,1269.2034320502764,1.0,27109.56,2794.8,25207.871761843424,21.849527694289392,1.1537032797478626,29856.500000000004,30061.543333333335,0.0303804645342342,0.035240304186359,94.42027894661514,6,1,3,0,DEU,0.021849527694289394,0.021849527694289394,25.207871761843425
Brazil,2018,Bakery Items,33302.91,34775.16,96.53,319.81,55.9,18.28,America,Southern Hemisphere,0.1041334229698883,108.73693755667428,33302910.000000004,0.1041334229698883,0,0,0,0,20.5,1267.9467949888406,0.3090169943749612,5846.1268,0.0,108736.9375566743,104.1334229698884,1.044207848503329,25524.716666666664,24668.426666666663,0.0322491984014626,0.0339386539717523,74.5476270285482,2,0,1,1,BRA,0.10413342296988838,0.10413342296988838,108.73693755667428
Saudi Arabia,2023,Grains & Cereals,44376.96,38365.99,126.78,1395.67,33.04,17.549999999999997,Asia,Unknown,0.0317961695816346,27.489299046336168,44376960.0,0.0317961695816346,5,0,1,5,181.5,1271.0883876424302,-0.3090169943748428,24494.008499999996,6978.35,27489.299046336164,31.796169581634626,0.8645475039299673,39814.07,37919.89333333333,0.0492242506450476,0.0418968508785023,92.79960635393752,13,5,2,2,SAU,0.03179616958163463,0.03179616958163463,27.489299046336168
UK,2019,Bakery Items,19157.25,22447.11,26.79,732.64,48.87,17.549999999999997,Europe,Unknown,0.0261482447040838,30.638662917667613,19157250.0,0.0261482447040838,1,0,0,1,44.5,1268.5751135195585,0.8090169943749413,12857.832,732.64,30638.662917667614,26.14824470408386,1.1717292408879143,35690.833333333336,37994.02,0.0284203611034433,0.0347732225222364,93.27537944966151,18,0,3,2,GBR,0.02614824470408386,0.02614824470408386,30.638662917667613
Turkey,2020,Meat & Seafood,19420.74,18180.97,164.89,553.1,67.48,17.49,Europe,Northern Hemisphere,0.0351125293798589,32.8710359790273,19420740.0,0.0351125293798589,2,1,0,2,91.0,1269.2034320502764,1.0,9673.719,1106.2,32871.03597902731,35.11252937985898,0.9361625767092294,11857.530000000012,11557.810000000003,0.0171701930087795,0.0166260786724735,91.79714228891702,17,6,3,0,TUR,0.035112529379858974,0.035112529379858974,32.8710359790273
Japan,2024,Prepared Food,26996.77,22247.24,141.2,195.3,63.68,17.549999999999997,Asia,Unknown,0.1382323092677931,113.9131592421915,26996770.0,0.1382323092677931,6,0,1,6,226.0,1271.7167061731484,-0.8090169943750019,3427.5149999999994,1171.8000000000002,113913.1592421915,138.23230926779314,0.8240704350927908,20444.24666666667,18824.256666666668,0.0332393708058668,0.0277642031767137,69.25616077828981,10,7,2,2,JPN,0.13823230926779315,0.13823230926779315,113.9131592421915
Brazil,2021,Frozen Food,23230.45,24063.57,103.26,13.57,43.33,18.87,America,Southern Hemisphere,0.9982666698697198,1044.425099174966,23230450.0,0.9982666698697198,3,1,0,3,132.0,1269.8317505809944,0.8090169943749828,256.0659,40.71,1773291.820191599,1711.89756816507,1.0358632742800935,24553.366666666665,25312.38666666667,0.0325192671175488,0.0326841604843774,0.0,2,3,1,1,BRA,1.71189756816507,1.71189756816507,1773.291820191599
China,2022,Bakery Items,11941.14,10013.69,157.15,1387.28,45.86,17.549999999999997,Asia,Unknown,0.0086075918343809,7.21821838417623,11941140.0,0.0086075918343809,4,1,0,4,181.5,1270.4600691117123,0.3090169943750283,24346.763999999996,5549.12,7218.218384176231,8.607591834380946,0.8385874380503034,28282.166666666668,30022.916666666668,0.0172974901362295,0.0138533251022426,98.07311530476905,4,0,2,2,CHN,0.008607591834380948,0.008607591834380948,7.21821838417623
Saudi Arabia,2021,Meat & Seafood,36620.6,33044.67,51.01,50.26,37.92,30.03,Asia,Northern Hemisphere,0.7286231595702348,657.4745324313569,36620600.0,0.7286231595702348,3,1,0,3,125.0,1269.8317505809944,0.8090169943749828,1509.3078,150.78,657474.532431357,728.6231595702347,0.902351954910624,40193.13333333333,37780.49333333334,0.0510659579110449,0.0457543309201703,0.0,13,6,2,0,SAU,0.7286231595702348,0.7286231595702348,657.4745324313569
Russia,2020,Prepared Food,39904.73,42100.71,185.89,137.46,61.12,17.549999999999997,Europe,Unknown,0.2903006692856104,306.27608031427326,39904730.0,0.2903006692856104,2,1,0,2,74.5,1269.2034320502764,1.0,2412.423,274.92,306276.0803142732,290.30066928561035,1.0550305690578534,30202.863333333346,32899.45333333334,0.0445204256420242,0.0478557806142502,29.357906300014548,12,7,3,2,RUS,0.2903006692856104,0.2903006692856104,306.27608031427326
Italy,2021,Frozen Food,18677.97,18778.26,67.16,1317.71,30.24,11.85,Europe,Northern Hemisphere,0.0141745680005464,14.250677311396286,18677970.0,0.0141745680005464,3,1,0,3,111.5,1269.8317505809944,0.8090169943749828,15614.8635,3953.13,14250.677311396284,14.174568000546405,1.0053694271914988,28568.06666666667,28257.24,0.0214096653893633,0.0216171419789575,96.59049274878387,9,3,3,0,ITA,0.014174568000546402,0.014174568000546402,14.250677311396286
Canada,2020,Fruits & Vegetables,27775.14,27873.1,167.13,1285.73,47.56,35.05,America,Northern Hemisphere,0.0216026226346122,21.67881281451005,27775140.0,0.0216026226346122,2,1,0,2,90.5,1269.2034320502764,1.0,45064.8365,2571.46,21678.81281451004,21.60262263461224,1.003526894913941,30717.396666666664,27824.85666666667,0.0307372262486156,0.030710239697888,94.80775154970328,3,4,1,0,CAN,0.021602622634612243,0.021602622634612243,21.678812814510046
Argentina,2023,Frozen Food,39575.31,33679.46,156.9,820.08,58.06,17.549999999999997,America,Unknown,0.048257865086333,41.0685055116574,39575310.0,0.048257865086333,5,0,1,5,193.5,1271.0883876424302,-0.3090169943748428,14392.404,4100.400000000001,41068.5055116574,48.257865086333034,0.8510220134725414,25687.976666666666,22993.846666666668,0.0557296684307145,0.0482261298773697,89.13704833674763,0,3,1,2,ARG,0.04825786508633304,0.04825786508633304,41.0685055116574
South Korea,2024,Frozen Food,44477.01,51554.51,135.69,634.67,47.85,17.549999999999997,Asia,Unknown,0.0700789544172562,81.23041895788363,44477010.0,0.0700789544172562,6,0,1,6,223.5,1271.7167061731484,-0.8090169943750019,11138.458499999995,3808.019999999999,81230.41895788362,70.07895441725621,1.1591271535564105,30457.426666666663,33688.713333333326,0.0541404771788694,0.0621034438183634,82.06590448579576,15,3,2,2,KOR,0.07007895441725621,0.07007895441725621,81.23041895788363
Turkey,2021,Beverages,45531.69,53905.44,168.79,408.45,41.96,17.49,Europe,Northern Hemisphere,0.1114743297833272,131.97561513037093,45531690.0,0.1114743297833272,3,1,0,3,129.0,1269.8317505809944,0.8090169943749828,7143.790499999999,1225.35,131975.61513037092,111.47432978332722,1.1839103709965522,23233.253333333345,25791.37333333334,0.0523776210615515,0.0650025663172703,71.1960323172971,17,1,3,0,TUR,0.11147432978332722,0.11147432978332722,131.97561513037093
Russia,2024,Prepared Food,19136.57,15632.33,36.34,726.02,60.73,17.549999999999997,Europe,Unknown,0.0263581857249111,21.53154183080356,19136570.0,0.0263581857249111,6,0,1,6,219.0,1271.7167061731484,-0.8090169943750019,12741.650999999998,4356.12,21531.54183080356,26.35818572491116,0.8168825447820587,27095.70333333334,27425.85,0.0224699270542873,0.018529524559648,94.15669981543208,12,7,3,2,RUS,0.026358185724911158,0.026358185724911158,21.531541830803558
UK,2019,Beverages,39366.23,31790.73,162.82,910.67,35.24,17.549999999999997,Europe,Unknown,0.0432277663698156,34.90916577904181,39366230.0,0.0432277663698156,1,0,0,1,44.5,1268.5751135195585,0.8090169943749413,15982.258499999996,910.67,34909.16577904181,43.22776636981563,0.8075634877914395,33193.90666666667,30886.42666666667,0.0584009955437864,0.0492475926047646,90.45719613032162,18,1,3,2,GBR,0.04322776636981563,0.04322776636981563,34.90916577904181
Argentina,2019,Fruits & Vegetables,42224.31,48288.33,29.15,989.16,32.17,15.81,America,Southern Hemisphere,0.042687037486352,48.81751182821788,42224310.0,0.042687037486352,1,0,0,1,54.5,1268.5751135195585,0.8090169943749413,15638.6196,989.16,48817.51182821789,42.687037486352054,1.143614424960408,39209.91333333333,38492.47666666666,0.037765831863125,0.0429966853653659,89.14206356908892,0,4,1,1,ARG,0.04268703748635205,0.04268703748635205,48.81751182821788
France,2018,Beverages,11747.58,11927.44,31.53,429.29,34.67,17.61,Europe,Northern Hemisphere,0.027365137785646,27.784108644506045,11747580.0,0.027365137785646,0,0,0,0,19.5,1267.9467949888406,0.3090169943749612,7559.7969,0.0,27784.108644506046,27.365137785646063,1.0153103873308376,24105.89,23632.013333333336,0.0129772353391103,0.013740819683676,93.39046984555894,5,1,3,0,FRA,0.027365137785646067,0.027365137785646067,27.784108644506045
Brazil,2022,Prepared Food,32541.66,31769.86,181.61,958.99,66.05,17.549999999999997,America,Unknown,0.0339332631205747,33.128458065256154,32541660.0,0.0339332631205747,4,1,0,4,164.0,1270.4600691117123,0.3090169943750283,16830.274499999996,3835.96,33128.458065256156,33.93326312057477,0.976282709609774,29691.67333333333,30202.86333333334,0.0473085999899775,0.0484403318450279,91.93649735659392,2,7,1,2,BRA,0.03393326312057477,0.03393326312057477,33.128458065256154
Saudi Arabia,2024,Dairy Products,10346.33,8873.46,178.04,174.47,46.91,17.549999999999997,Asia,Unknown,0.0593014844959018,50.85951739554078,10346330.0,0.0593014844959018,6,0,1,6,219.5,1271.7167061731484,-0.8090169943750019,3061.9484999999995,1046.82,50859.51739554078,59.301484495901875,0.8576432416132096,30447.96333333333,26761.373333333333,0.0101979915446896,0.0086037878634063,86.61184043101966,13,2,2,2,SAU,0.05930148449590188,0.05930148449590188,50.85951739554078
Mexico,2024,Fruits & Vegetables,11663.37,9373.54,27.2,1132.72,47.42,17.549999999999997,America,Unknown,0.0102967811992372,8.275248958259764,11663370.0,0.0102967811992372,6,0,1,6,230.5,1271.7167061731484,-0.8090169943750019,19879.235999999997,6796.32,8275.248958259765,10.296781199237234,0.8036733808496173,24572.836666666662,25633.89,0.0102283908004265,0.0081379972012042,97.7309257362808,11,4,1,2,MEX,0.010296781199237234,0.010296781199237234,8.275248958259764
