Country,ISO3,Year,Food Category,Continent,Hemisphere,Income_Group,Population (Million),GDP_Per_Capita_USD,Total Waste (Tons),Economic Loss (Million $),Carbon_Footprint_kgCO2e,Waste_Per_Capita_kg,Economic_Loss_Per_Capita_USD,Carbon_Per_Capita_kgCO2e,Sustainability_Score
Hong Kong,HKG,2025,Prepared Food,Asia,Northern,High income,7.322228224000001,67489.69481215999,40253.07692160968,300.88385598797674,151395792.99927878,5.497380809529064,41.09184346395711,20.676191504527296,81.7838312114114
Hungary,HUN,2025,Bakery Items,Europe,Northern,High income,9.794891472000002,30595.808136191994,77336.2957394809,255.65707805946658,137593632.74712586,7.8955745411326905,26.101062864279438,14.047489259115892,82.7294701891596
Hungary,HUN,2025,Beverages,Europe,Northern,High income,9.794891472000002,30595.808136191994,27074.475501453664,66.58328572373217,26003712.455236647,2.7641424694545775,6.797756352285203,2.6548239487463148,82.7294701891596
Hungary,HUN,2025,Dairy Products,Europe,Northern,High income,9.794891472000002,30595.808136191994,97234.85524687351,316.32202802973296,306640284.4729391,9.927098786630998,32.29459243463611,31.30614416193493,82.7294701891596
Hungary,HUN,2025,Frozen Food,Europe,Northern,High income,9.794891472000002,30595.808136191994,14755.68992550925,131.60737173061113,54465200.54839555,1.506467934605539,13.436327712954073,5.560572131308608,82.7294701891596
Hungary,HUN,2025,Fruits & Vegetables,Europe,Northern,High income,9.794891472000002,30595.808136191994,167689.5826626948,496.41800384649076,605450118.9286059,17.12010624538901,50.681317426085585,61.81284607995561,82.7294701891596
Hungary,HUN,2025,Grains & Cereals,Europe,Northern,High income,9.794891472000002,30595.808136191994,131272.81765606266,119.01241160556661,208959992.65304312,13.402171737310562,12.150457403819063,21.333568957898414,82.7294701891596
Hungary,HUN,2025,Meat & Seafood,Europe,Northern,High income,9.794891472000002,30595.808136191994,96084.47542991715,1510.290108198268,2455157474.4400554,9.809651868485464,154.1916122823446,250.6569349398561,82.7294701891596
Hungary,HUN,2025,Prepared Food,Europe,Northern,High income,9.794891472000002,30595.808136191994,55391.30623397585,408.0012967142448,268827982.1999779,5.655121998270145,41.65449896821937,27.44573362231306,82.7294701891596
Iceland,ISL,2025,Bakery Items,Europe,Northern,High income,0.33163726400000004,61468.39557094399,3720.485267925057,13.521045790228477,5226515.4506797,11.21853805887464,40.770586595565675,15.759735162571175,77.62666347860785
Iceland,ISL,2025,Beverages,Europe,Northern,High income,0.33163726400000004,61468.39557094399,960.3557177356734,2.3562464330945585,942137.8616856718,2.8958015940442485,7.10489045976015,2.840868514961792,77.62666347860785
Iceland,ISL,2025,Dairy Products,Europe,Northern,High income,0.33163726400000004,61468.39557094399,4441.3233347826845,15.273208049741609,13704525.732525667,13.392111855025687,46.053956257887855,41.3238414984803,77.62666347860785
Iceland,ISL,2025,Frozen Food,Europe,Northern,High income,0.33163726400000004,61468.39557094399,607.2692506832132,6.4998406736220184,1827471.5362202139,1.831124896396483,19.599247066584223,5.510452939390471,77.62666347860785
Iceland,ISL,2025,Fruits & Vegetables,Europe,Northern,High income,0.33163726400000004,61468.39557094399,8103.2266817624195,26.455556582099458,31386057.66933754,24.434005346764707,79.77256917093446,94.63971958632953,77.62666347860785
Iceland,ISL,2025,Grains & Cereals,Europe,Northern,High income,0.33163726400000004,61468.39557094399,6070.4801265376545,4.149886457766732,6876501.545073845,18.304577879214605,12.51332979808545,20.735008672227632,77.62666347860785
Iceland,ISL,2025,Meat & Seafood,Europe,Northern,High income,0.33163726400000004,61468.39557094399,3928.8853066726124,78.92154255676923,102665890.29327397,11.846935592474951,237.97549649537942,309.57284189051194,77.62666347860785
Iceland,ISL,2025,Prepared Food,Europe,Northern,High income,0.33163726400000004,61468.39557094399,2207.124467693278,19.2282792809592,7926240.982976536,6.655236631349359,57.979851386541405,23.900332813554197,77.62666347860785
India,IND,2025,Bakery Items,Asia,Northern,Upper-Middle income,1349.057694096,4820.982549247999,6848629.362312237,23423.501551486283,13932158214.027054,5.0766022774893145,17.362861243071084,10.327325714088868,86.96783909101741
India,IND,2025,Beverages,Asia,Northern,Upper-Middle income,1349.057694096,4820.982549247999,2646539.675467759,5956.287409166979,2811109251.802286,1.9617690830051553,4.415146539124312,2.08375762141589,86.96783909101741
India,IND,2025,Dairy Products,Asia,Northern,Upper-Middle income,1349.057694096,4820.982549247999,9831617.20447104,30548.54130938871,30529087273.971313,7.287766303470944,22.64435497687088,22.629934514719753,86.96783909101741
India,IND,2025,Frozen Food,Asia,Northern,Upper-Middle income,1349.057694096,4820.982549247999,1932754.1370788733,12648.522074725806,6880277477.763546,1.4326697409142364,9.37581997425362,5.100061700751799,86.96783909101741
India,IND,2025,Fruits & Vegetables,Asia,Northern,Upper-Middle income,1349.057694096,4820.982549247999,18091367.043653827,54268.65473606991,80240357748.12448,13.410373124017358,40.227082187493245,59.47881851108921,86.96783909101741
India,IND,2025,Grains & Cereals,Asia,Northern,Upper-Middle income,1349.057694096,4820.982549247999,11239235.023141436,11878.591102831144,20497471535.19536,8.331174472617954,8.805102372431119,15.193917669274079,86.96783909101741
India,IND,2025,Meat & Seafood,Asia,Northern,Upper-Middle income,1349.057694096,4820.982549247999,8845895.493092673,112861.96782757112,254621243517.15204,6.557092059002179,83.65985259303504,188.74006992545495,86.96783909101741
India,IND,2025,Prepared Food,Asia,Northern,Upper-Middle income,1349.057694096,4820.982549247999,5469680.228840262,38259.73947553194,30330872706.986885,4.05444500467082,28.36034340337808,22.48300635304669,86.96783909101741
Indonesia,IDN,2025,Bakery Items,Asia,Southern,Upper-Middle income,269.148089824,6678.133005567998,2715868.955806875,9274.270115822908,4594036995.399079,10.090612040318856,34.4578708393862,17.068807727386027,80.72161059695848
Indonesia,IDN,2025,Beverages,Asia,Southern,Upper-Middle income,269.148089824,6678.133005567998,1084998.5308102737,2591.7412540779696,953422048.4866549,4.031232514114333,9.629424662730278,3.5423697381991897,80.72161059695848
Indonesia,IDN,2025,Dairy Products,Asia,Southern,Upper-Middle income,269.148089824,6678.133005567998,3379378.0936069232,9734.197825490919,11037816226.805992,12.555831608601604,36.166698533347414,41.01019715214694,80.72161059695848
Indonesia,IDN,2025,Frozen Food,Asia,Southern,Upper-Middle income,269.148089824,6678.133005567998,761567.1914180971,4517.9725369451435,2332173080.6581926,2.8295470791418116,16.78619580729521,8.665018139951265,80.72161059695848
Indonesia,IDN,2025,Fruits & Vegetables,Asia,Southern,Upper-Middle income,269.148089824,6678.133005567998,6374341.131791667,14474.024492285429,23793183685.5422,23.683397255243182,53.77717709886112,88.4018300152192,80.72161059695848
Indonesia,IDN,2025,Grains & Cereals,Asia,Southern,Upper-Middle income,269.148089824,6678.133005567998,4087284.9800995584,3786.232789615137,6715235376.868534,15.186007757930943,14.067470410401246,24.949964836308993,80.72161059695848
Indonesia,IDN,2025,Meat & Seafood,Asia,Southern,Upper-Middle income,269.148089824,6678.133005567998,3100138.080607159,40378.00486543719,83331611713.8727,11.518335807749503,150.02151749187956,309.61249536775273,80.72161059695848
Indonesia,IDN,2025,Prepared Food,Asia,Southern,Upper-Middle income,269.148089824,6678.133005567998,1969430.529662582,12845.47289977408,8339569347.018753,7.317274779659118,47.726413024792144,30.985058643634154,80.72161059695848
Iran,IRN,2025,Bakery Items,Asia,Northern,High income,78.905476448,19717.270351871997,676814.1127514661,2408.9942940929873,1352561795.2226017,8.577530270633341,30.530127977625913,17.141545252742528,80.87462368551435
Iran,IRN,2025,Beverages,Asia,Northern,High income,78.905476448,19717.270351871997,323538.75202108047,754.3872970698354,293620693.1071492,4.100333292256309,9.560645610789626,3.721170016642001,80.87462368551435
Iran,IRN,2025,Dairy Products,Asia,Northern,High income,78.905476448,19717.270351871997,917236.756470425,3043.2818842235192,2901689846.4730344,11.624500576647542,38.56870297499682,36.77425163746772,80.87462368551435
Iran,IRN,2025,Frozen Food,Asia,Northern,High income,78.905476448,19717.270351871997,238920.03820998094,1374.3141218253822,735330304.8053662,3.0279271980245017,17.41722100532626,9.319128885685911,80.87462368551435
Iran,IRN,2025,Fruits & Vegetables,Asia,Northern,High income,78.905476448,19717.270351871997,1696575.9095513653,4204.373875376114,6652354855.882928,21.50137082905059,53.28367642703311,84.30789794757705,80.87462368551435
Iran,IRN,2025,Grains & Cereals,Asia,Northern,High income,78.905476448,19717.270351871997,1326359.8412356174,1422.3406474681806,2262361740.3761377,16.809477629980606,18.02587997051797,28.67179620754297,80.87462368551435
Iran,IRN,2025,Meat & Seafood,Asia,Northern,High income,78.905476448,19717.270351871997,951714.3179036248,13888.775409606693,24709227460.252216,12.061448213050461,176.01788918617865,313.14971498253357,80.87462368551435
Iran,IRN,2025,Prepared Food,Asia,Northern,High income,78.905476448,19717.270351871997,464969.20425059204,3402.966566567885,2456148209.0545254,5.892736793206164,43.1271277958824,31.12772800596632,80.87462368551435
Iraq,IRQ,2025,Bakery Items,Asia,Northern,Upper-Middle income,38.42995016,8433.049097471998,344580.6092938668,1105.571542852471,638597040.6586685,8.96645995790349,28.76848755331488,16.617170670269445,82.5770113956468
Iraq,IRQ,2025,Beverages,Asia,Northern,Upper-Middle income,38.42995016,8433.049097471998,160822.234506817,352.5043284222902,149986444.33442265,4.184815068384076,9.172645994977014,3.902852949586616,82.5770113956468
Iraq,IRQ,2025,Dairy Products,Asia,Northern,Upper-Middle income,38.42995016,8433.049097471998,394626.3088242127,1365.2266468638845,1320241003.2050946,10.268717684545983,35.52506941018329,34.35448127588971,82.5770113956468
Iraq,IRQ,2025,Frozen Food,Asia,Northern,Upper-Middle income,38.42995016,8433.049097471998,101876.09246108409,555.4498744264267,331445730.3140977,2.6509556228132274,14.453567389857545,8.624672395726513,82.5770113956468
Iraq,IRQ,2025,Fruits & Vegetables,Asia,Northern,Upper-Middle income,38.42995016,8433.049097471998,754748.7889716318,1952.6974740500614,2775629356.3713217,19.639598433755342,50.811865899387406,72.22568191775459,82.5770113956468
Iraq,IRQ,2025,Grains & Cereals,Asia,Northern,Upper-Middle income,38.42995016,8433.049097471998,535899.7537646702,524.2126719159488,901867226.1658654,13.94484644225389,13.640732546709836,23.46782190481679,82.5770113956468
Iraq,IRQ,2025,Meat & Seafood,Asia,Northern,Upper-Middle income,38.42995016,8433.049097471998,441050.4795843774,5713.221580390517,10747298186.473286,11.47673826658893,148.66585974230983,279.6594359796923,82.5770113956468
Iraq,IRQ,2025,Prepared Food,Asia,Northern,Upper-Middle income,38.42995016,8433.049097471998,243930.91430479145,1641.710949779663,1194293021.9103456,6.347416879002049,42.719570099480535,31.0771420971925,82.5770113956468
Ireland,IRL,2025,Bakery Items,Europe,Northern,High income,6.455334464,69105.38735231999,56117.69434015743,198.77361976194982,84669187.21972133,8.693228004391353,30.792148860832413,13.116158069253116,80.37945091165807
Ireland,IRL,2025,Beverages,Europe,Northern,High income,6.455334464,69105.38735231999,19703.356821302244,50.67929079008966,22150664.943167225,3.0522596359930834,7.850761424170517,3.4313737059941167,80.37945091165807
Ireland,IRL,2025,Dairy Products,Europe,Northern,High income,6.455334464,69105.38735231999,83374.24060279022,293.7256892988195,249780899.50250503,12.915557058700875,45.50123482166012,38.69371926357634,80.37945091165807
Ireland,IRL,2025,Frozen Food,Europe,Northern,High income,6.455334464,69105.38735231999,13991.865121126115,115.54905696592219,57755135.13278899,2.1674887953762445,17.89977848712785,8.94688500725669,80.37945091165807
Ireland,IRL,2025,Fruits & Vegetables,Europe,Northern,High income,6.455334464,69105.38735231999,142329.90848814536,384.8631198126616,447707579.1631977,22.048417364257173,59.61939260606243,69.35466809039342,80.37945091165807
Ireland,IRL,2025,Grains & Cereals,Europe,Northern,High income,6.455334464,69105.38735231999,111937.02897002365,84.35756886427477,126438846.64793722,17.340236914798478,13.067885070048444,19.586722787650935,80.37945091165807
Ireland,IRL,2025,Meat & Seafood,Europe,Northern,High income,6.455334464,69105.38735231999,74381.9209764276,1338.3529524986652,2229350408.513079,11.522551060869029,207.32511382057262,345.3501009042495,80.37945091165807
Ireland,IRL,2025,Prepared Food,Europe,Northern,High income,6.455334464,69105.38735231999,36567.17024474115,311.7277358636068,144875182.2930427,5.664643783938435,48.289943395194285,22.44270736101749,80.37945091165807
Israel,ISR,2025,Bakery Items,Asia,Northern,High income,8.367540816,43362.054826752,63601.468920876956,253.0454344942743,116842773.59910005,7.600975043857732,30.24131462979102,13.963812805750413,82.31609065421885
Israel,ISR,2025,Beverages,Asia,Northern,High income,8.367540816,43362.054826752,22289.030956945688,54.65473292870819,21214868.755076952,2.6637492958893847,6.531755760808492,2.53537678770696,82.31609065421885
Israel,ISR,2025,Dairy Products,Asia,Northern,High income,8.367540816,43362.054826752,78958.64701618555,292.44247387015025,269808907.32713366,9.436302583096424,34.949632191928615,32.24470764590934,82.31609065421885
Israel,ISR,2025,Frozen Food,Asia,Northern,High income,8.367540816,43362.054826752,14268.267815439753,129.46684159761423,56000550.83099964,1.7051924967197858,15.472507926110634,6.692593685819631,82.31609065421885
Israel,ISR,2025,Fruits & Vegetables,Asia,Northern,High income,8.367540816,43362.054826752,157590.20185169883,434.3131335681376,571737012.3317349,18.83351456742973,51.9045132994948,68.32796217001864,82.31609065421885
Israel,ISR,2025,Grains & Cereals,Asia,Northern,High income,8.367540816,43362.054826752,106475.30645142263,102.47997428742003,151311320.9183424,12.724802757797821,12.247322904175485,18.08312911112574,82.31609065421885
Israel,ISR,2025,Meat & Seafood,Asia,Northern,High income,8.367540816,43362.054826752,76281.15178476655,1321.2415585445863,2148592372.584367,9.116316664856356,157.90082027663053,256.77704116793,82.31609065421885
Israel,ISR,2025,Prepared Food,Asia,Northern,High income,8.367540816,43362.054826752,49295.34684500789,378.30783826882845,205558578.0531853,5.8912586062021655,45.2113526049908,24.566187673698145,82.31609065421885
Italy,ITA,2025,Bakery Items,Europe,Northern,High income,61.501072192,48537.774788352,431456.6802386776,1666.4358741008973,877234031.8472103,7.015433469057489,27.096045885158823,14.263719323600997,82.62623834831987
Italy,ITA,2025,Beverages,Europe,Northern,High income,61.501072192,48537.774788352,192111.34432563945,450.58184205057853,177714212.48491788,3.123707237589089,7.326406288396217,2.8896116140888153,82.62623834831987
Italy,ITA,2025,Dairy Products,Europe,Northern,High income,61.501072192,48537.774788352,603400.6336712874,2222.4420758873575,1830720896.40766,9.811221368426438,36.13663951986272,29.767300490182322,82.62623834831987
Italy,ITA,2025,Frozen Food,Europe,Northern,High income,61.501072192,48537.774788352,137434.33690046662,973.106277443402,477845536.9375621,2.2346657058499857,15.822590448593555,7.769710671803861,82.62623834831987
Italy,ITA,2025,Fruits & Vegetables,Europe,Northern,High income,61.501072192,48537.774788352,1085254.3230108,3106.6196786148816,3673337258.645646,17.64610411380712,50.5132604666848,59.72801981692069,82.62623834831987
Italy,ITA,2025,Grains & Cereals,Europe,Northern,High income,61.501072192,48537.774788352,712526.2037458604,632.3358820831997,1061283854.223395,11.58558994746347,10.281705010103114,17.256347188715285,82.62623834831987
Italy,ITA,2025,Meat & Seafood,Europe,Northern,High income,61.501072192,48537.774788352,559217.9320866937,9000.488436027363,14170496746.688572,9.092815981173029,146.3468540504264,230.41056426544472,82.62623834831987
Italy,ITA,2025,Prepared Food,Europe,Northern,High income,61.501072192,48537.774788352,362472.4760191504,3169.2206078249114,1662351603.2643843,5.89375864680129,51.53114400885454,27.029636135036704,82.62623834831987
Ivory Coast,CIV,2025,Bakery Items,Africa,Northern,Lower-Middle income,29.183220000000002,3382.2710208000003,273750.0819117175,868.1575117438647,470131974.5910729,9.3803933188907,29.748516844401152,16.10966763061351,82.39280779772359
Ivory Coast,CIV,2025,Beverages,Africa,Northern,Lower-Middle income,29.183220000000002,3382.2710208000003,99957.2745116498,212.08725532029058,85927039.26111908,3.4251626281010044,7.267438456766956,2.9443988449910283,82.39280779772359
Ivory Coast,CIV,2025,Dairy Products,Africa,Northern,Lower-Middle income,29.183220000000002,3382.2710208000003,355903.0439788555,1036.5064019642175,1114409829.2805238,12.195468628165619,35.517204817159225,38.18666443526532,82.39280779772359
Ivory Coast,CIV,2025,Frozen Food,Africa,Northern,Lower-Middle income,29.183220000000002,3382.2710208000003,74433.46085868745,373.938910230655,227588184.0844295,2.5505568219917967,12.813490431510127,7.7985974160640765,82.39280779772359
Ivory Coast,CIV,2025,Fruits & Vegetables,Africa,Northern,Lower-Middle income,29.183220000000002,3382.2710208000003,569333.5715239845,1333.110097807507,2024771290.510508,19.5089360092541,45.68070616633486,69.38135306900705,82.39280779772359
Ivory Coast,CIV,2025,Grains & Cereals,Africa,Northern,Lower-Middle income,29.183220000000002,3382.2710208000003,476529.49749412196,429.7192343761561,702766099.9613932,16.328886856697853,14.724873895894836,24.08117061658697,82.39280779772359
Ivory Coast,CIV,2025,Meat & Seafood,Africa,Northern,Lower-Middle income,29.183220000000002,3382.2710208000003,344136.8109901968,3543.650897677375,7963524628.924444,11.792283750394809,121.42768678978449,272.88025889276247,82.39280779772359
Ivory Coast,CIV,2025,Prepared Food,Africa,Northern,Lower-Middle income,29.183220000000002,3382.2710208000003,207912.15779853938,1100.7435392798636,929517048.6677034,7.124373451543022,37.71837169715554,31.85107910188469,82.39280779772359
Jamaica,JAM,2025,Bakery Items,Americas,Northern,Upper-Middle income,2.9103831359999996,13298.718994687997,24196.671138615773,82.69397514065687,35712350.17693137,8.313912638963208,28.413432622589553,12.270669705025178,81.29874324623815
Jamaica,JAM,2025,Beverages,Americas,Northern,Upper-Middle income,2.9103831359999996,13298.718994687997,7223.471200948134,14.900441276565003,6826222.70463063,2.4819657287033343,5.11975247940861,2.3454721889340386,81.29874324623815
Jamaica,JAM,2025,Dairy Products,Americas,Northern,Upper-Middle income,2.9103831359999996,13298.718994687997,35496.074362863255,110.27603873436765,97534407.19337435,12.196357903464454,37.890557215751976,33.51256609032742,81.29874324623815
Jamaica,JAM,2025,Frozen Food,Americas,Northern,Upper-Middle income,2.9103831359999996,13298.718994687997,5738.486788129216,42.04803232331771,16762020.736913964,1.9717289854888773,14.447593446788622,5.759386291645269,81.29874324623815
Jamaica,JAM,2025,Fruits & Vegetables,Americas,Northern,Upper-Middle income,2.9103831359999996,13298.718994687997,64634.15033301615,153.80644898635444,191126800.98379982,22.20812426155295,52.84749182464836,65.67066673100729,81.29874324623815
Jamaica,JAM,2025,Grains & Cereals,Americas,Northern,Upper-Middle income,2.9103831359999996,13298.718994687997,45723.08107789367,31.213417878782526,45425012.116122805,15.710330544567064,10.724848386003886,15.607914832324953,81.29874324623815
Jamaica,JAM,2025,Meat & Seafood,Americas,Northern,Upper-Middle income,2.9103831359999996,13298.718994687997,32980.716403988714,505.6888493869433,814527772.618487,11.332087516599987,173.75336021289513,279.8696029203789,81.29874324623815
Jamaica,JAM,2025,Prepared Food,Americas,Northern,Upper-Middle income,2.9103831359999996,13298.718994687997,17483.478141630778,125.26216866332489,78558540.58153315,6.0072771606489885,43.03975209101985,26.99250817179459,81.29874324623815
Japan,JPN,2025,Bakery Items,Asia,Northern,High income,128.61074540799999,53781.234234111995,869100.6985189754,3142.070814368256,1722710873.6854277,6.7576056398854725,24.430857658125426,13.394766263272661,84.13483818508334
Japan,JPN,2025,Beverages,Asia,Northern,High income,128.61074540799999,53781.234234111995,363125.5201366927,929.9386352800592,355088546.42697895,2.8234461979419114,7.230644938181146,2.760955511924833,84.13483818508334
Japan,JPN,2025,Dairy Products,Asia,Northern,High income,128.61074540799999,53781.234234111995,1034015.5908229474,3325.681263337817,3121469829.6215224,8.039884906526858,25.858502357540566,24.270676759699093,84.13483818508334
Japan,JPN,2025,Frozen Food,Asia,Northern,High income,128.61074540799999,53781.234234111995,254854.70742987076,1814.058656233346,760287687.6451149,1.9815973122726183,14.105031818908236,5.911540946545378,84.13483818508334
Japan,JPN,2025,Fruits & Vegetables,Asia,Northern,High income,128.61074540799999,53781.234234111995,2179398.2478213455,5725.281917965791,7511104292.271065,16.94569330818745,44.51635747699866,58.40184090717392,84.13483818508334
Japan,JPN,2025,Grains & Cereals,Asia,Northern,High income,128.61074540799999,53781.234234111995,1436187.2846793735,1317.2504069893182,2459977221.041691,11.166930726692128,10.242148918510049,19.12730707871842,84.13483818508334
Japan,JPN,2025,Meat & Seafood,Asia,Northern,High income,128.61074540799999,53781.234234111995,1109921.2852472407,20611.384931496443,30501519121.758224,8.630082048946745,160.26176402375748,237.16151418760796,84.13483818508334
Japan,JPN,2025,Prepared Food,Asia,Northern,High income,128.61074540799999,53781.234234111995,690234.0774313738,5809.9985249557985,3207574683.5374813,5.366846100158276,45.17506298967768,24.940176447635768,84.13483818508334
Jordan,JOR,2025,Bakery Items,Asia,Northern,Upper-Middle income,7.116383455999999,8524.245579775998,55506.96560177408,178.84855043567268,80194992.17234685,7.799884020439452,25.13194399114076,11.269065624159483,81.6817321308038
Jordan,JOR,2025,Beverages,Asia,Northern,Upper-Middle income,7.116383455999999,8524.245579775998,20234.900848693556,49.779834579277086,18862436.98407867,2.843424749917461,6.995102904032873,2.6505650096995943,81.6817321308038
Jordan,JOR,2025,Dairy Products,Asia,Northern,Upper-Middle income,7.116383455999999,8524.245579775998,89221.84319389923,282.4965562883286,250812927.24564257,12.537526082672525,39.6966462016811,35.2444368402009,81.6817321308038
Jordan,JOR,2025,Frozen Food,Asia,Northern,Upper-Middle income,7.116383455999999,8524.245579775998,12925.156155122824,91.35565970492857,52093714.24355393,1.8162534713085625,12.83737171693641,7.320251159264391,81.6817321308038
Jordan,JOR,2025,Fruits & Vegetables,Asia,Northern,Upper-Middle income,7.116383455999999,8524.245579775998,155356.8519579803,385.6801990492023,573207267.6465383,21.83087138552028,54.19609573230989,80.54755216475203,81.6817321308038
Jordan,JOR,2025,Grains & Cereals,Asia,Northern,Upper-Middle income,7.116383455999999,8524.245579775998,106553.28316450231,73.23205714763986,140547741.54848185,14.972954144940656,10.290628322718627,19.74988312778207,81.6817321308038
Jordan,JOR,2025,Meat & Seafood,Asia,Northern,Upper-Middle income,7.116383455999999,8524.245579775998,74387.83828012954,1130.2157225896406,2053277734.9638546,10.453039628915908,158.81883397341772,288.52825984702736,81.6817321308038
Jordan,JOR,2025,Prepared Food,Asia,Northern,Upper-Middle income,7.116383455999999,8524.245579775998,46438.537622935095,320.6256814351086,227516770.13371438,6.525581134021328,45.05458192598955,31.970841866578922,81.6817321308038
Kazakhstan,KAZ,2025,Bakery Items,Asia,Northern,Upper-Middle income,18.548672768,6429.834239999998,151270.7725503184,500.51080155532975,285434362.7791158,8.155342133766538,26.983645019540504,15.388398207743712,84.69459984142019
Kazakhstan,KAZ,2025,Beverages,Asia,Northern,Upper-Middle income,18.548672768,6429.834239999998,61303.07806688171,139.43913422782808,50896711.29994744,3.304984611763771,7.517472326558437,2.743954348461739,84.69459984142019
Kazakhstan,KAZ,2025,Dairy Products,Asia,Northern,Upper-Middle income,18.548672768,6429.834239999998,191629.87258906136,585.8158395250153,638060999.8927034,10.331190537775806,31.58262840970808,34.39928063173773,84.69459984142019
Kazakhstan,KAZ,2025,Frozen Food,Asia,Northern,Upper-Middle income,18.548672768,6429.834239999998,47472.26378860644,283.6384090428359,146569629.0005711,2.5593348042942003,15.291574367097915,7.901893080643036,84.69459984142019
Kazakhstan,KAZ,2025,Fruits & Vegetables,Asia,Northern,Upper-Middle income,18.548672768,6429.834239999998,306579.2941809634,731.2072945546964,1062263969.3703591,16.528368256615707,39.421003524099504,57.26900154295498,84.69459984142019
Kazakhstan,KAZ,2025,Grains & Cereals,Asia,Northern,Upper-Middle income,18.548672768,6429.834239999998,229866.64500747607,211.98592780715728,393154048.9237996,12.392619562734424,11.428630525676935,21.19580488810312,84.69459984142019
Kazakhstan,KAZ,2025,Meat & Seafood,Asia,Northern,Upper-Middle income,18.548672768,6429.834239999998,178755.36501577793,2419.6842517472815,4544430021.019654,9.637097341226758,130.4505331465925,245.00027995855658,84.69459984142019
Kazakhstan,KAZ,2025,Prepared Food,Asia,Northern,Upper-Middle income,18.548672768,6429.834239999998,104735.96715948018,560.0119034753503,507705726.6829766,5.646547786436219,30.191481109175516,27.371539356652292,84.69459984142019
Kenya,KEN,2025,Bakery Items,Africa,Northern,Lower-Middle income,44.358494400000005,3203.3659714560004,386662.37831233605,1270.088589809146,685470216.0387896,8.716760646239067,28.632364713648755,15.45296397703682,83.39421737260565
Kenya,KEN,2025,Beverages,Africa,Northern,Lower-Middle income,44.358494400000005,3203.3659714560004,175798.5468397122,308.63041255179326,144724007.3563749,3.9631315088032424,6.9576394944503175,3.2625996286378665,83.39421737260565
Kenya,KEN,2025,Dairy Products,Africa,Northern,Lower-Middle income,44.358494400000005,3203.3659714560004,435733.7724343167,1252.4126706087752,1279460449.7495756,9.823006356011863,28.233885923070805,28.843640142790225,83.39421737260565
Kenya,KEN,2025,Frozen Food,Africa,Northern,Lower-Middle income,44.358494400000005,3203.3659714560004,136552.7684355398,629.5370953399105,380859769.5358491,3.0783905153358804,14.19203027188205,8.585948975217,83.39421737260565
Kenya,KEN,2025,Fruits & Vegetables,Africa,Northern,Lower-Middle income,44.358494400000005,3203.3659714560004,812712.0650659711,2039.9506887622372,3008315050.472651,18.321452881997974,45.98782524869097,67.81824070369373,83.39421737260565
Kenya,KEN,2025,Grains & Cereals,Africa,Northern,Lower-Middle income,44.358494400000005,3203.3659714560004,656859.5451610137,611.2726277512925,1128381600.1228862,14.807976556594166,13.780283483906803,25.43777951406047,83.39421737260565
Kenya,KEN,2025,Meat & Seafood,Africa,Northern,Lower-Middle income,44.358494400000005,3203.3659714560004,462006.0877518621,5549.9140821547335,12078148294.548998,10.415278832183764,125.11502379022885,272.28490186423,83.39421737260565
Kenya,KEN,2025,Prepared Food,Africa,Northern,Lower-Middle income,44.358494400000005,3203.3659714560004,270881.58511859755,1461.0830844727245,1274799690.1873665,6.106645159683272,32.938067538936224,28.73856985974182,83.39421737260565
Kuwait,KWT,2025,Bakery Items,Asia,Northern,High income,3.308308512,80370.99278284798,37429.2911888366,128.90869819054137,57979798.43213419,11.313724537198361,38.96513814324139,17.525511366859543,75.87376963971347
Kuwait,KWT,2025,Beverages,Asia,Northern,High income,3.308308512,80370.99278284798,11226.735509375123,28.979713927643306,9504832.702425359,3.3934971507805747,8.759676983729657,2.8730188457180255,75.87376963971347
Kuwait,KWT,2025,Dairy Products,Asia,Northern,High income,3.308308512,80370.99278284798,56360.788497411326,182.65205349255916,160230996.7141988,17.03613441520877,55.21010293630051,48.432906463530806,75.87376963971347
Kuwait,KWT,2025,Frozen Food,Asia,Northern,High income,3.308308512,80370.99278284798,9554.381671699275,75.6879438615897,33502002.427350555,2.887995976506823,22.878139564992814,10.126625828827947,75.87376963971347
Kuwait,KWT,2025,Fruits & Vegetables,Asia,Northern,High income,3.308308512,80370.99278284798,104508.45826131114,249.5037773673971,319885474.5283823,31.58969542357818,75.41732473328567,96.69154897981362,75.87376963971347
Kuwait,KWT,2025,Grains & Cereals,Asia,Northern,High income,3.308308512,80370.99278284798,82191.48137837368,60.25770092334457,94940755.16682619,24.8439591048556,18.214051290795872,28.697672790325967,75.87376963971347
Kuwait,KWT,2025,Meat & Seafood,Asia,Northern,High income,3.308308512,80370.99278284798,44320.478227009386,838.1962451373906,1312802092.5130742,13.396718615041118,253.36096742400505,396.8197306119539,75.87376963971347
Kuwait,KWT,2025,Prepared Food,Asia,Northern,High income,3.308308512,80370.99278284798,25774.815414697674,215.2801426401044,112946633.57813932,7.790934648690246,65.07257163569648,34.14029651964312,75.87376963971347
Kyrgyzstan,KGZ,2025,Bakery Items,Asia,Northern,Upper-Middle income,6.1652778559999994,6429.834239999998,47695.80535174293,145.61307070849168,72608687.02700442,7.736197210532166,23.618249511136337,11.777034015805503,82.8116078995385
