Country,ISO3,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Carbon_Footprint_kgCO2e,Population (Million),GDP_Per_Capita_USD,Waste_Per_Capita_kg,Economic_Loss_Per_Capita_USD,Carbon_Per_Capita_kgCO2e,Material_Footprint_Per_Capita,Years_from_2010,Year_Trend,Pandemic_Indicator,Year_Cycle,Year_Cycle_Cos,FAO_Food_Price_Index,Waste_Efficiency,Economic_Intensity,Population_Material_Interaction,Year_Population_Interaction,GDP_Per_Capita_Proxy,Sustainability_Score,Waste_Trend_3Y,Economic_Trend_3Y,Category_Waste_Share,Category_Economic_Share,Continent,Subregion,Hemisphere,Income_Group,Year_Norm,Pandemic_Flag,Year_Sin,Year_Cos,Log_Population,Log_GDP_PC,Log_Total_Waste,Log_Econ_Loss,Cat_Waste_Share,Cat_Econ_Share,Carbon_Intensity,Econ_GDP_Ratio,Total Waste (Tons)_MA3,Economic Loss (Million $)_MA3,Carbon_Footprint_kgCO2e_MA3,Pop_MatFP,GDP_Waste_PC,Country_Enc,Food Category_Enc,Continent_Enc,Subregion_Enc,Hemisphere_Enc,Income_Group_Enc
Costa Rica,CRI,2023,Beverages,12289.1,26.728,10245377.0,4.732,15687.0,2.58,5.6483,2.165117,21.03,13.0,13.0,0.0,-0.5878,-0.809,1.241,2.1749355119577514,0.360064,99.523,61.516,15.687,97.62,13387.7,31.92,0.0392161180156531,0.0180483255937384,Americas,Latin America and the Caribbean,Northern,High income,1.0,0,-0.5877852522924726,-0.8090169943749478,1.7460645099659255,9.660651367876183,9.41654933922348,3.32244273297325,0.03921611801565313,0.018048325593738458,833.6962836985621,0.3600657645408076,13387.699999999999,31.92,12142631.166666666,99.51396000000001,24.92448052912055,27,1,1,5,0,0
Costa Rica,CRI,2010,Dairy Products,49570.8,121.57,150881535.5,4.493,10461.7,10.9,27.0594,33.583637,19.95,0.0,0.0,0.0,0.0,1.0,1.118,2.4524518466516576,2.586527,89.642,0.0,10.462,86.87,49570.8,121.57,0.1453393782436589,0.099829607275564,Americas,Latin America and the Caribbean,Northern,High income,0.0,0,0.0,1.0,1.7034745543604835,9.255571830505108,10.811177402641,4.808682295353074,0.145339378243659,0.09982960727556403,3043.758331517748,2.5863526220315016,49570.8,121.57,150881535.5,89.63535,100.88573295250568,27,2,1,5,0,0
Costa Rica,CRI,2011,Dairy Products,47984.9,165.108,159132677.0,4.511,10901.1,10.93,36.6038,35.279083,17.77,1.0,1.0,0.0,0.9511,0.309,1.319,3.44083242853481,3.357819,80.133,4.511,10.901,84.78,48777.850000000006,143.339,0.146151058101144,0.1106955851295631,Americas,Latin America and the Caribbean,Northern,High income,0.07692307692307693,0,0.9510565162951535,0.30901699437494745,1.7067460949010984,9.296710710211034,10.778662496737045,5.1126381792161855,0.146151058101144,0.11069558512956319,3316.3073591900784,3.357569151170024,48777.850000000006,143.339,155007106.25,80.16047,101.6130480626066,27,2,1,5,0,0
Costa Rica,CRI,2012,Dairy Products,47476.9,144.348,147893467.2,4.529,11282.6,10.87,31.8739,32.656768,18.06,2.0,2.0,0.0,0.5878,-0.809,1.257,3.040383849830128,2.825048,81.784,9.057,11.283,86.01,48344.2,143.67533333333333,0.1474967410660473,0.107119083787059,Americas,Latin America and the Caribbean,Northern,High income,0.15384615384615385,0,0.5877852522924732,-0.8090169943749473,1.7100069673557958,9.331105623071032,10.768019618596352,4.979130867020296,0.14749674106604732,0.107119083787059,3115.0615815270157,2.8248751537591947,48344.200000000004,143.67533333333333,152635893.23333332,81.79374,101.42911812278211,27,2,1,5,0,0
Costa Rica,CRI,2013,Dairy Products,56071.1,173.185,167560033.4,4.547,11677.5,11.81,38.0891,36.851989,19.9,3.0,3.0,0.0,-0.5878,-0.809,1.2009999999999998,3.0886677807283967,3.261755,90.486,13.641,11.677,83.97,50510.96666666667,160.88033333333334,0.1699016123216401,0.1207653504520725,Americas,Latin America and the Caribbean,Northern,High income,0.23076923076923078,0,-0.587785252292473,-0.8090169943749475,1.7132572410730975,9.365504823477531,10.934393641599886,5.160117952788974,0.16990161232164014,0.12076535045207251,2988.3493172061903,3.261635638188304,50510.96666666667,160.88033333333334,158195392.53333333,90.48529999999998,110.60661196526965,27,2,1,5,0,0
Costa Rica,CRI,2014,Dairy Products,41991.7,124.298,127916414.3,4.565,12097.9,9.58,27.2283,28.020963,20.17,4.0,4.0,0.0,-0.9511,0.309,1.15,2.9600611549425246,2.250669,92.079,18.26,12.098,87.92,48513.23333333334,147.27700000000002,0.1349319069711246,0.0916593785349896,Americas,Latin America and the Caribbean,Northern,High income,0.3076923076923077,0,-0.9510565162951536,0.30901699437494723,1.7164969847275082,9.400869818361441,10.64525107263507,4.830694900082694,0.13493190697112464,0.09165937853498966,3046.2309051550665,2.2506780140809424,48513.23333333334,147.27700000000002,147789971.63333333,92.07605000000001,90.0603328599026,27,2,1,5,0,0
Costa Rica,CRI,2015,Dairy Products,56035.2,133.428,189611799.9,4.583,12521.3,11.76,29.1119,41.370277,20.49,5.0,5.0,0.0,0.0,1.0,0.93,2.3811461367140656,2.324987,93.919,22.916,12.521,85.34,51366.0,143.637,0.1720504589479889,0.1219227588601609,Americas,Latin America and the Caribbean,Northern,High income,0.38461538461538464,0,-2.4492935982947064e-16,1.0,1.7197262663282233,9.435266333852484,10.933753189443763,4.9010287397240075,0.17205045894798895,0.1219227588601609,3383.798039446634,2.325132453897076,51366.0,143.637,161696082.53333333,93.90567,110.9587320861052,27,2,1,5,0,0
Costa Rica,CRI,2016,Dairy Products,50283.0,107.692,170287117.0,4.602,12922.0,10.76,23.4031,37.005915,20.18,6.0,6.0,0.0,0.9511,0.309,0.914,2.1417178768172143,1.811105,92.85,27.61,12.922,87.31,49436.63333333333,121.806,0.1493738436694578,0.1018018469380134,Americas,Latin America and the Caribbean,Northern,High income,0.46153846153846156,0,0.9510565162951535,0.30901699437494773,1.7231236768379168,9.466763948525191,10.825442214034721,4.68851819436265,0.14937384366945788,0.10180184693801347,3386.574329296184,1.8109526345382156,49436.63333333333,121.806,162605110.4,92.86836000000001,101.86238008613105,27,2,1,5,0,0
Costa Rica,CRI,2017,Dairy Products,53324.1,139.036,168319381.3,4.62,13413.0,11.18,30.0942,36.432567,20.43,7.0,7.0,0.0,0.5878,-0.809,0.98,2.6073764020396033,2.243656,94.394,32.34,13.413,85.87,53214.1,126.71866666666666,0.1575135915920439,0.1177269509671432,Americas,Latin America and the Caribbean,Northern,High income,0.5384615384615384,0,0.5877852522924734,-0.8090169943749472,1.7263316639055997,9.504054216659682,10.884162418630808,4.941899532410889,0.15751359159204398,0.11772695096714322,3156.5348744751436,2.243671981985558,53214.1,126.71866666666666,176072766.0666667,94.3866,106.25532614225524,27,2,1,5,0,0
Costa Rica,CRI,2018,Dairy Products,55998.3,123.137,193324613.9,4.639,13895.9,11.86,26.5467,41.678212,22.99,8.0,8.0,0.0,-0.5878,-0.809,0.965,2.198941753588948,1.910399,106.656,37.108,13.896,85.78,53201.8,123.28833333333334,0.1804588111205962,0.1126289447158963,Americas,Latin America and the Caribbean,Northern,High income,0.6153846153846154,0,-0.5877852522924728,-0.8090169943749477,1.7297067448250452,9.539421072663037,10.93309446963916,4.821385794429602,0.18045881112059622,0.11262894471589631,3452.3300510908366,1.9101941733001369,53201.799999999996,123.28833333333334,177310370.73333335,106.65061,113.13753392178361,27,2,1,5,0,0
Costa Rica,CRI,2019,Dairy Products,52506.5,121.073,167534216.3,4.657,14298.9,11.8,25.9977,35.974249,23.23,9.0,9.0,0.0,-0.9511,0.309,0.951,2.3058668926704313,1.818167,108.174,41.914,14.299,86.48,53942.96666666667,127.74866666666668,0.1561270187326255,0.1009068641137343,Americas,Latin America and the Caribbean,Northern,High income,0.6923076923076923,0,-0.9510565162951538,0.309016994374947,1.7328937163610187,9.568007823216554,10.868711295519462,4.804619226442637,0.15612701873262558,0.10090686411373431,3190.7328864045407,1.8181865336061616,53942.96666666667,127.74866666666667,176392737.16666666,108.18211000000001,112.90249231395535,27,2,1,5,0,0
Costa Rica,CRI,2020,Dairy Products,46747.4,120.704,149044686.1,4.676,13855.6,10.51,25.8152,31.876527,20.09,10.0,10.0,1.0,0.0,1.0,0.979,2.5820473438094953,1.863162,93.936,46.757,13.856,87.45,51750.73333333334,121.638,0.1336637131299949,0.0984185069583736,Americas,Latin America and the Caribbean,Northern,High income,0.7692307692307693,1,-4.898587196589413e-16,1.0,1.7362467592977961,9.536516932405105,10.752535309532227,4.801591867160828,0.13366371312999498,0.09841850695837369,3188.298944968062,1.8630384700404077,51750.73333333334,121.63799999999999,169967838.76666668,93.94084000000001,100.22879295957765,27,2,1,5,0,0
Costa Rica,CRI,2021,Dairy Products,58611.3,181.33,186021241.4,4.694,14700.8,12.88,38.627,39.626282,20.66,11.0,11.0,1.0,0.9511,0.309,1.257,3.093772020071215,2.627541,96.995,51.638,14.701,83.16,52621.73333333334,141.03566666666666,0.1546775528817391,0.1069167148685165,Americas,Latin America and the Caribbean,Northern,High income,0.8461538461538461,1,0.9510565162951529,0.3090169943749496,1.7394129888558458,9.595725214250155,10.978699851150605,5.205818232051113,0.1546775528817391,0.10691671486851657,3173.811899753119,2.627759453198342,52621.73333333334,141.03566666666666,167533381.26666665,96.97804,123.592940759542,27,2,1,5,0,0
Costa Rica,CRI,2022,Dairy Products,46704.5,160.605,155844673.1,4.713,15215.3,9.65,34.0758,33.065801,22.62,12.0,12.0,0.0,0.5878,-0.809,1.4369999999999998,3.4387478722607026,2.239571,106.595,56.558,15.215,86.02,50687.73333333334,154.213,0.1435240769940165,0.0968020748511096,Americas,Latin America and the Caribbean,Northern,High income,0.9230769230769231,0,0.5877852522924736,-0.8090169943749471,1.7427442797423256,9.63012250067914,10.751617209741562,5.085155086202404,0.1435240769940165,0.09680207485110966,3336.8234988063246,2.239654887233826,50687.73333333334,154.213,163636866.86666667,106.60806000000001,92.93068213155371,27,2,1,5,0,0
Costa Rica,CRI,2023,Dairy Products,50424.3,148.102,154009121.8,4.732,15687.0,10.17,31.2978,32.546164,21.03,13.0,13.0,0.0,-0.5878,-0.809,1.241,2.9371156367069053,1.995144,99.523,61.516,15.687,86.42,51913.36666666667,163.3456666666667,0.1609105060302787,0.1000072252725177,Americas,Latin America and the Caribbean,Northern,High income,1.0,0,-0.5877852522924726,-0.8090169943749478,1.7460645099659255,9.660651367876183,10.82824831223456,5.004630635496959,0.16091050603027873,0.1000072252725177,3054.2639521024585,1.995153391949367,51913.36666666667,163.3456666666667,165291678.76666668,99.51396000000001,98.24882441130077,27,2,1,5,0,0
Costa Rica,CRI,2010,Frozen Food,8473.4,45.743,25011637.4,4.493,10461.7,1.94,10.1816,5.567161,19.95,0.0,0.0,0.0,0.0,1.0,1.118,5.3984233011542,0.973229,89.642,0.0,10.462,96.63,8473.4,45.743,0.0248436314848624,0.0375627681632485,Americas,Latin America and the Caribbean,Northern,High income,0.0,0,0.0,1.0,1.7034745543604835,9.255571830505108,9.044805133282287,3.844664511903327,0.02484363148486246,0.03756276816324855,2951.7829206693887,0.973163839677445,8473.4,45.743,25011637.4,89.63535,17.95580935117991,27,3,1,5,0,0
Costa Rica,CRI,2011,Frozen Food,10369.0,68.147,29619180.2,4.511,10901.1,2.21,15.1079,6.566455,17.77,1.0,1.0,0.0,0.9511,0.309,1.319,6.572186324621469,1.385913,80.133,4.511,10.901,95.44,9421.2,56.94500000000001,0.0315816084112035,0.0456887130837048,Americas,Latin America and the Caribbean,Northern,High income,0.07692307692307693,0,0.9510565162951535,0.30901699437494745,1.7067460949010984,9.296710710211034,9.246672301223573,4.236234673221717,0.03158160841120357,0.04568871308370487,2856.512701321246,1.3858096818130172,9421.2,56.94500000000001,27315408.799999997,80.16047,20.545730669566385,27,3,1,5,0,0
Costa Rica,CRI,2012,Frozen Food,9663.0,54.356,30899553.4,4.529,11282.6,2.21,12.0025,6.823016,18.06,2.0,2.0,0.0,0.5878,-0.809,1.257,5.625168167235849,1.063806,81.784,9.057,11.283,96.03,9501.8,56.082,0.0300200941704537,0.0403369975221643,Americas,Latin America and the Caribbean,Northern,High income,0.15384615384615385,0,0.5877852522924732,-0.8090169943749473,1.7100069673557958,9.331105623071032,9.176162920174596,4.013785054363684,0.03002009417045374,0.040336997522164346,3197.718451826555,1.0637411939045556,9501.800000000001,56.082,28510123.666666668,81.79374,20.62174342698698,27,3,1,5,0,0
Costa Rica,CRI,2013,Frozen Food,8735.1,52.591,27432302.6,4.547,11677.5,1.97,11.5665,6.03327,19.9,3.0,3.0,0.0,-0.5878,-0.809,1.2009999999999998,6.020652310792092,0.990495,90.486,13.641,11.677,96.3,9589.033333333333,58.364666666666665,0.0264683156526402,0.0366727519451739,Americas,Latin America and the Caribbean,Northern,High income,0.23076923076923078,0,-0.587785252292473,-0.8090169943749475,1.7132572410730975,9.365504823477531,9.075219144805619,3.9813811435304576,0.026468315652640288,0.03667275194517392,3140.4680656203136,0.9904592190314467,9589.033333333333,58.364666666666665,29317012.066666666,90.48529999999998,18.450044502250737,27,3,1,5,0,0
Costa Rica,CRI,2014,Frozen Food,10226.2,50.631,32542013.7,4.565,12097.9,2.26,11.0911,7.12855,20.17,4.0,4.0,0.0,-0.9511,0.309,1.15,4.95110598267196,0.916778,92.079,18.26,12.098,96.16,9541.433333333332,52.52599999999999,0.0328598429467755,0.0373361276497213,Americas,Latin America and the Caribbean,Northern,High income,0.3076923076923077,0,-0.9510565162951536,0.30901699437494723,1.7164969847275082,9.400869818361441,9.232806116691846,3.9441222672881455,0.032859842946775554,0.03733612764972133,3182.219563474213,0.9167812718702811,9541.433333333332,52.52599999999999,30291289.899999995,92.07605000000001,21.245965789496854,27,3,1,5,0,0
Costa Rica,CRI,2015,Frozen Food,9721.2,45.423,31373884.5,4.583,12521.3,2.07,9.9106,6.845282,20.49,5.0,5.0,0.0,0.0,1.0,0.93,4.672571287495371,0.791497,93.919,22.916,12.521,96.51,9560.833333333334,49.548333333333325,0.0298479691609058,0.0415062616220365,Americas,Latin America and the Caribbean,Northern,High income,0.38461538461538464,0,-2.4492935982947064e-16,1.0,1.7197262663282233,9.435266333852484,9.182167209292588,3.8377950260738483,0.029847969160905832,0.04150626162203652,3227.36745463523,0.7915466877519477,9560.833333333334,49.548333333333325,30449400.26666667,93.90567,19.53100131107464,27,3,1,5,0,0
Costa Rica,CRI,2016,Frozen Food,10568.0,43.835,34379752.5,4.602,12922.0,2.26,9.526,7.47123,20.18,6.0,6.0,0.0,0.9511,0.309,0.914,4.147899318697956,0.737193,92.85,27.61,12.922,96.44,10171.8,46.62966666666666,0.0313939657518213,0.0414374694548139,Americas,Latin America and the Caribbean,Northern,High income,0.46153846153846156,0,0.9510565162951535,0.30901699437494773,1.7231236768379168,9.466763948525191,9.265680467009346,3.802989084404011,0.03139396575182131,0.04143746945481393,3253.1938398940197,0.7371309729133333,10171.800000000001,46.62966666666666,32765216.899999995,92.86836000000001,21.39488652366693,27,3,1,5,0,0
Costa Rica,CRI,2017,Frozen Food,11238.3,51.255,33298036.2,4.62,13413.0,2.36,11.0941,7.207328,20.43,7.0,7.0,0.0,0.5878,-0.809,0.98,4.560743172899816,0.827114,94.394,32.34,13.413,96.12,10509.166666666666,46.83766666666666,0.0331967158637251,0.0433995143115518,Americas,Latin America and the Caribbean,Northern,High income,0.5384615384615384,0,0.5877852522924734,-0.8090169943749472,1.7263316639055997,9.504054216659682,9.327171843928282,3.956135580046467,0.033196715863725176,0.043399514311551875,2962.906863137663,0.827119648412424,10509.166666666666,46.83766666666666,33017224.400000002,94.3866,22.429567951316848,27,3,1,5,0,0
Costa Rica,CRI,2018,Frozen Food,8741.2,38.018,28367367.6,4.639,13895.9,1.95,8.1962,6.115627,22.99,8.0,8.0,0.0,-0.5878,-0.809,0.965,4.349288427218231,0.589827,106.656,37.108,13.896,96.97,10182.5,44.36933333333334,0.0281691865604376,0.0347736847593245,Americas,Latin America and the Caribbean,Northern,High income,0.6153846153846154,0,-0.5877852522924728,-0.8090169943749477,1.7297067448250452,9.539421072663037,9.075917153221502,3.6640230781150698,0.028169186560437653,0.03477368475932454,3245.248661511005,0.5897639383818397,10182.5,44.36933333333334,32015052.099999998,106.65061,18.60187109169292,27,3,1,5,0,0
Costa Rica,CRI,2019,Frozen Food,9524.6,46.738,28642100.3,4.657,14298.9,2.09,10.0359,6.150254,23.23,9.0,9.0,0.0,-0.9511,0.309,0.951,4.907082712134893,0.70187,108.174,41.914,14.299,96.54,9834.7,45.33699999999999,0.0283212059958436,0.038953234948731,Americas,Latin America and the Caribbean,Northern,High income,0.6923076923076923,0,-0.9510565162951538,0.309016994374947,1.7328937163610187,9.568007823216554,9.161738190136965,3.8657277264428425,0.028321205995843673,0.03895323494873105,3007.170936312286,0.7018773979969505,9834.699999999999,45.33699999999999,30102501.366666663,108.18211000000001,19.997136350522595,27,3,1,5,0,0
Costa Rica,CRI,2020,Frozen Food,10420.1,47.114,34532691.0,4.676,13855.6,2.19,10.0764,7.385585,20.09,10.0,10.0,1.0,0.0,1.0,0.979,4.52145372885097,0.727242,93.936,46.757,13.856,96.37,9561.966666666667,43.956666666666656,0.029793940565376,0.0384153759348225,Americas,Latin America and the Caribbean,Northern,High income,0.7692307692307693,1,-4.898587196589413e-16,1.0,1.7362467592977961,9.536516932405105,9.251587875954447,3.8735731950529466,0.029793940565376056,0.03841537593482253,3314.0460264296885,0.727193750641932,9561.966666666667,43.956666666666656,30514052.96666667,93.94084000000001,20.88497208196718,27,3,1,5,0,0
Costa Rica,CRI,2021,Frozen Food,10261.4,66.707,29661042.2,4.694,14700.8,2.1,14.2099,6.318401,20.66,11.0,11.0,1.0,0.9511,0.309,1.257,6.500769875455591,0.96661,96.995,51.638,14.701,95.69,10068.7,53.51966666666666,0.0270802429077784,0.0393321198849287,Americas,Latin America and the Caribbean,Northern,High income,0.8461538461538461,1,0.9510565162951529,0.3090169943749496,1.7394129888558458,9.595725214250155,9.236242009498836,4.215189571914304,0.02708024290777849,0.03933211988492877,2890.5453641803265,0.9666902875668768,10068.699999999999,53.51966666666666,30945277.833333332,96.97804,20.151022949925327,27,3,1,5,0,0
Costa Rica,CRI,2022,Frozen Food,9559.8,70.506,31089684.4,4.713,15215.3,2.03,14.9594,6.596345,22.62,12.0,12.0,0.0,0.5878,-0.809,1.4369999999999998,7.375258896629637,0.983177,106.595,56.558,15.215,95.54,10080.433333333334,61.44233333333332,0.0293775004816966,0.0424963549668586,Americas,Latin America and the Caribbean,Northern,High income,0.9230769230769231,0,0.5877852522924736,-0.8090169943749471,1.7427442797423256,9.63012250067914,9.16542668455267,4.269781362263121,0.029377500481696604,0.042496354966858677,3252.1270737881546,0.9832141432664497,10080.433333333334,61.44233333333332,31761139.2,106.60806000000001,19.549148676378653,27,3,1,5,0,0
Costa Rica,CRI,2023,Frozen Food,9749.3,60.015,30890826.6,4.732,15687.0,2.03,12.6827,6.528041,21.03,13.0,13.0,0.0,-0.5878,-0.809,1.241,6.155826572164156,0.808487,99.523,61.516,15.687,96.0,9856.833333333334,65.74266666666665,0.0311112855595614,0.0405256757149137,Americas,Latin America and the Caribbean,Northern,High income,1.0,0,-0.5877852522924726,-0.8090169943749478,1.7460645099659255,9.660651367876183,9.185053332749298,4.111119735583803,0.031111285559561486,0.04052567571491371,3168.517390992174,0.8084909779600631,9856.833333333334,65.74266666666665,30547184.400000002,99.51396000000001,19.61112227678865,27,3,1,5,0,0
Costa Rica,CRI,2010,Fruits & Vegetables,92140.5,224.182,358398169.0,4.493,10461.7,20.19,49.8991,79.773274,19.95,0.0,0.0,0.0,0.0,1.0,1.118,2.4330451864272495,4.769703,89.642,0.0,10.462,73.97,92140.5,224.182,0.2701518430418685,0.1840914783108538,Americas,Latin America and the Caribbean,Northern,High income,0.0,0,0.0,1.0,1.7034745543604835,9.255571830505108,11.431080717931957,5.416908964119004,0.2701518430418686,0.1840914783108538,3889.692035532692,4.769381455229629,92140.5,224.182,358398169.0,89.63535,186.86999525789815,27,4,1,5,0,0
Costa Rica,CRI,2011,Fruits & Vegetables,80602.4,199.836,321364713.1,4.511,10901.1,18.79,44.3028,71.245282,17.77,1.0,1.0,0.0,0.9511,0.309,1.319,2.479281013964845,4.064086,80.133,4.511,10.901,76.5,86371.45,212.009,0.2454965217285364,0.1339787469411015,Americas,Latin America and the Caribbean,Northern,High income,0.07692307692307693,0,0.9510565162951535,0.30901699437494745,1.7067460949010984,9.296710710211034,11.297296111227844,5.302488654616847,0.24549652172853642,0.13397874694110154,3987.036528688973,4.063783637941305,86371.45,212.00900000000001,339881441.05,80.16047,174.68519424486533,27,4,1,5,0,0
Costa Rica,CRI,2012,Fruits & Vegetables,81515.6,226.92,307773943.6,4.529,11282.6,17.7,50.1068,67.96042,18.06,2.0,2.0,0.0,0.5878,-0.809,1.257,2.783761635809587,4.441072,81.784,9.057,11.283,76.1,84752.83333333333,216.97933333333333,0.2532449537784372,0.1683948686019856,Americas,Latin America and the Caribbean,Northern,High income,0.15384615384615385,0,0.5877852522924732,-0.8090169943749473,1.7100069673557958,9.331105623071032,11.308561959470394,5.428994690189652,0.25324495377843725,0.16839486860198566,3775.6447060439964,4.440800495268631,84752.83333333333,216.97933333333333,329178941.90000004,81.79374,165.16056952835726,27,4,1,5,0,0
Costa Rica,CRI,2013,Fruits & Vegetables,82272.9,206.096,287919423.4,4.547,11677.5,18.24,45.3273,63.322997,19.9,3.0,3.0,0.0,-0.5878,-0.809,1.2009999999999998,2.505028994966751,3.881598,90.486,13.641,11.677,77.31,81463.63333333333,210.95066666666665,0.2492959538938431,0.1437148463595018,Americas,Latin America and the Caribbean,Northern,High income,0.23076923076923078,0,-0.587785252292473,-0.8090169943749475,1.7132572410730975,9.365504823477531,11.31780920392575,5.333182453874116,0.2492959538938431,0.1437148463595019,3499.5657549448238,3.8814565839308064,81463.63333333333,210.95066666666665,305686026.7,90.48529999999998,170.82680798023014,27,4,1,5,0,0
Costa Rica,CRI,2014,Fruits & Vegetables,86068.9,217.007,328280386.9,4.565,12097.9,19.11,47.5369,71.912058,20.17,4.0,4.0,0.0,-0.9511,0.309,1.15,2.521317223759105,3.929355,92.079,18.26,12.098,75.66,83285.8,216.6743333333333,0.2765651499678991,0.1600245117197581,Americas,Latin America and the Caribbean,Northern,High income,0.3076923076923077,0,-0.9510565162951536,0.30901699437494723,1.7164969847275082,9.400869818361441,11.362915035797835,5.384527172365314,0.27656514996789916,0.16002451171975818,3814.158039663572,3.929370414662047,83285.8,216.6743333333333,307991251.3,92.07605000000001,179.65062222888713,27,4,1,5,0,0
Costa Rica,CRI,2015,Fruits & Vegetables,86663.7,180.487,333925712.0,4.583,12521.3,19.22,39.3794,72.857276,20.49,5.0,5.0,0.0,0.0,1.0,0.93,2.082613597157749,3.144991,93.919,22.916,12.521,77.15,85001.83333333333,201.1966666666667,0.2660921948905479,0.1649239513325079,Americas,Latin America and the Caribbean,Northern,High income,0.38461538461538464,0,-2.4492935982947064e-16,1.0,1.7197262663282233,9.435266333852484,11.369801928764389,5.201184025795335,0.2660921948905479,0.1649239513325079,3853.120879907043,3.145188275373396,85001.83333333333,201.1966666666667,316708507.43333334,93.90567,181.34581893664472,27,4,1,5,0,0
Costa Rica,CRI,2016,Fruits & Vegetables,87097.3,153.026,322794895.3,4.602,12922.0,19.61,33.2548,70.148117,20.18,6.0,6.0,0.0,0.9511,0.309,0.914,1.756954578385323,2.573507,92.85,27.61,12.922,78.49,86609.96666666666,183.50666666666663,0.2587367196514105,0.1446563294352083,Americas,Latin America and the Caribbean,Northern,High income,0.46153846153846156,0,0.9510565162951535,0.30901699437494773,1.7231236768379168,9.466763948525191,11.374792644854482,5.037121419332083,0.25873671965141054,0.14465632943520831,3706.141238591782,2.5732908466074083,86609.96666666666,183.50666666666666,328333664.73333335,92.86836000000001,185.643241030579,27,4,1,5,0,0
Costa Rica,CRI,2017,Fruits & Vegetables,88798.6,176.759,326786192.1,4.62,13413.0,18.76,38.2593,70.732554,20.43,7.0,7.0,0.0,0.5878,-0.809,0.98,1.9905606619924185,2.852401,94.394,32.34,13.413,77.77,87519.86666666665,170.09066666666666,0.2623014061999223,0.1496684177191609,Americas,Latin America and the Caribbean,Northern,High income,0.5384615384615384,0,0.5877852522924734,-0.8090169943749472,1.7263316639055997,9.504054216659682,11.394137424465612,5.18042870031294,0.2623014061999223,0.14966841771916098,3680.0827051327387,2.852421069822098,87519.86666666665,170.09066666666666,327835599.8,94.3866,178.29605710453566,27,4,1,5,0,0
Costa Rica,CRI,2018,Fruits & Vegetables,79273.4,161.683,322628045.9,4.639,13895.9,17.69,34.8567,69.55431,22.99,8.0,8.0,0.0,-0.5878,-0.809,0.965,2.0395618202322594,2.508418,106.656,37.108,13.896,79.0,85056.43333333333,163.82266666666666,0.2554646037020315,0.1478855719117752,Americas,Latin America and the Caribbean,Northern,High income,0.6153846153846154,0,-0.5877852522924728,-0.8090169943749477,1.7297067448250452,9.539421072663037,11.280670530787557,5.091803521980373,0.2554646037020315,0.1478855719117752,4069.81466544894,2.5081488465829604,85056.43333333333,163.82266666666666,324069711.09999996,106.65061,168.75235877540914,27,4,1,5,0,0
Costa Rica,CRI,2019,Fruits & Vegetables,92370.0,197.758,341360640.9,4.657,14298.9,20.38,42.4641,73.29961,23.23,9.0,9.0,0.0,-0.9511,0.309,0.951,2.140933203421024,2.969754,108.174,41.914,14.299,76.03,86814.0,178.73333333333335,0.2746603319652352,0.1648190730666942,Americas,Latin America and the Caribbean,Northern,High income,0.6923076923076923,0,-0.9510565162951538,0.309016994374947,1.7328937163610187,9.568007823216554,11.43356835555382,5.292088004296696,0.27466033196523526,0.16481907306669424,3695.5790938616433,2.9697862654174534,86814.0,178.73333333333335,330258292.9666667,108.18211000000001,194.99599943715336,27,4,1,5,0,0
Costa Rica,CRI,2020,Fruits & Vegetables,91785.1,172.902,333123809.2,4.676,13855.6,20.54,36.9789,71.24595,20.09,10.0,10.0,1.0,0.0,1.0,0.979,1.8837698057745753,2.66888,93.936,46.757,13.856,77.26,87809.5,177.44766666666666,0.2624389222931735,0.1409792276156277,Americas,Latin America and the Caribbean,Northern,High income,0.7692307692307693,1,-4.898587196589413e-16,1.0,1.7362467592977961,9.536516932405105,11.427216149022,5.158491922156667,0.26243892229317356,0.14097922761562773,3629.388748282673,2.6687025910237154,87809.5,177.44766666666666,332370831.99999994,93.94084000000001,195.88005779160085,27,4,1,5,0,0
Costa Rica,CRI,2021,Fruits & Vegetables,99675.7,283.863,357952359.8,4.694,14700.8,20.38,60.4686,76.251084,20.66,11.0,11.0,1.0,0.9511,0.309,1.257,2.8478656282323573,4.113284,96.995,51.638,14.701,72.13,94610.26666666666,218.17433333333335,0.2630481384609172,0.1673727426941031,Americas,Latin America and the Caribbean,Northern,High income,0.8461538461538461,1,0.9510565162951529,0.3090169943749496,1.7394129888558458,9.595725214250155,11.509687227534261,5.652008362940137,0.26304813846091724,0.1673727426941031,3591.169761536664,4.11362533316738,94610.26666666666,218.17433333333335,344145603.29999995,96.97804,195.56087986641816,27,4,1,5,0,0
Costa Rica,CRI,2022,Fruits & Vegetables,80291.0,226.96,308917040.2,4.713,15215.3,17.22,48.1544,65.543397,22.62,12.0,12.0,0.0,0.5878,-0.809,1.4369999999999998,2.8267178139517504,3.164865,106.595,56.558,15.215,76.93,90583.93333333332,227.90833333333333,0.2467362174078853,0.1367964814807001,Americas,Latin America and the Caribbean,Northern,High income,0.9230769230769231,0,0.5877852522924736,-0.8090169943749471,1.7427442797423256,9.63012250067914,11.293425268570818,5.429170174966798,0.24673621740788532,0.13679648148070017,3847.4678382384077,3.164982866078822,90583.93333333333,227.90833333333333,333331069.73333335,106.60806000000001,165.8307094616948,27,4,1,5,0,0
